id_xe,tieu_de,gia_ban_text,nam_san_xuat,hang_xe_mau_xe,gia_ban,tinh_trang,so_km,xuat_xu,kieu_dang,dong_co,nhien_lieu,dung_tich,mau_ngoai_that,mau_noi_that,so_cho,so_cua,ngay_dang,dia_chi,thanh_pho
6141486,"Xe 
			
							Mercedes Benz C class 
						C200 
						2018
						- 759 Triệu",759 Triệu,2018,Xe Mercedes Benz C class C200,759.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Kem,5,4,12/04/2025,Số 9 Nguyễn Văn Cừ - Long Biên Hà Nội,Hà Nội
6143889,"Xe 
			
							Volkswagen Touareg 
						Luxury 2.0 TSI 
						2023
						- 3 Tỷ 99 Triệu",3 Tỷ 99 Triệu,2023,Xe Volkswagen Touareg Luxury 2.0 TSI,3000.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Xăng,2.0,Xanh,Đen,5,5,12/04/2025,"18 Phạm Hùng, Nam Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6132609,"Xe 
			
							Volkswagen Viloran 
						Luxury 
						2024
						- 2 Tỷ 158 Triệu",2 Tỷ 158 Triệu,2024,Xe Volkswagen Viloran Luxury,2000.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Xăng,2.0,Đỏ,Kem,7,5,12/04/2025,"18 Phạm Hùng, Nam Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6121270,"Xe 
			
							Mercedes Benz E class 
						E200 
						2016
						- 830 Triệu",830 Triệu,2016,Xe Mercedes Benz E class E200,830.0,Xe đã dùng,79000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,5,4,12/04/2025,"199 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6089277,"Xe 
			
							Honda HRV 
						L 
						2019
						- 569 Triệu",569 Triệu,2019,Xe Honda HRV L,569.0,Xe đã dùng,48000.0,Nhập khẩu,Crossover,Xăng  1.8 L,Xăng,1.8,Đỏ,Đen,5,5,12/04/2025,"585 - 700 Trần Tất Văn, Quận Kiến An Hải Phòng",Hải Phòng
6089277,"Xe 
			
							Honda HRV 
						L 
						2019
						- 569 Triệu",569 Triệu,2019,Xe Honda HRV L,569.0,Xe đã dùng,48000.0,Nhập khẩu,Crossover,Xăng  1.8 L,Xăng,1.8,Đỏ,Đen,5,5,12/04/2025,"585 - 700 Trần Tất Văn, Quận Kiến An Hải Phòng",Hải Phòng
5893283,"Xe 
			
							Toyota Land Cruiser 
						VX 4.6 V8 
						2015
						- 1 Tỷ 980 Triệu",1 Tỷ 980 Triệu,2015,Xe Toyota Land Cruiser VX 4.6 V8,1000.0,Xe đã dùng,200000.0,Nhập khẩu,SUV,Xăng  4.6 L,Xăng,4.6,Bạc,Đen,8,5,12/04/2025,"Số 368 Nguyễn Văn Huyên Kéo Dài, Cầu Giấy, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6169826,"Xe 
			
							Lexus ES 
						250 
						2025
						- 2 Tỷ 360 Triệu",2 Tỷ 360 Triệu,2025,Xe Lexus ES 250,2000.0,Xe mới,,Nhập khẩu,Sedan,Xăng  2.5 L,Xăng,2.5,Bạc,Nâu,5,4,12/04/2025,"Tổ dân phố 8, P Mỹ Đình 1, Q Nam Từ Liêm (Ngã 4 Phạm Hùng vs Dương Đình Nghệ) Hà Nội",Hà Nội
6093918,"Xe 
			
							Toyota Fortuner 
						Legender 2.8L 4x4 AT 
						2022
						- 1 Tỷ 155 Triệu",1 Tỷ 155 Triệu,2022,Xe Toyota Fortuner Legender 2.8L 4x4 AT,1000.0,Xe đã dùng,48000.0,Lắp ráp trong nước,SUV,Dầu  2.8 L,Dầu,2.8,Nâu,Đen,7,5,12/04/2025,"Số 11-12 Dãy B1 Khu Shop House Tố Hữu, Vạn Phúc, Hà Đông Hà Nội",Hà Nội
6178163,"Xe 
			
							Volvo S90 
						LWB Ultimate B6 AWD 
						2022
						- 1 Tỷ 898 Triệu",1 Tỷ 898 Triệu,2022,Xe Volvo S90 LWB Ultimate B6 AWD,1000.0,Xe đã dùng,17890.0,Nhập khẩu,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,5,4,12/04/2025,"290 Nguyễn Văn Linh, Quận 7 TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6178605,"Xe 
			
							Toyota Corolla Cross 
						1.8V 
						2022
						- 765 Triệu",765 Triệu,2022,Xe Toyota Corolla Cross 1.8V,765.0,Xe đã dùng,20000.0,Nhập khẩu,SUV,Xăng  1.8 L,Xăng,1.8,Trắng,Đen,5,5,12/04/2025,"259 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội",Hà Nội
6163088,"Xe 
			
							Toyota Land Cruiser 
						3.5 V6 
						2025
						- 4 Tỷ 580 Triệu",4 Tỷ 580 Triệu,2025,Xe Toyota Land Cruiser 3.5 V6,4000.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.4 L,Xăng,3.4,Đen,Đen,7,5,12/04/2025,"Ngã 3 Tố Hữu - Vũ Trọng Khánh, Trung Văn, Nam Từ Liêm Hà Nội",Hà Nội
6102170,"Xe 
			
							Lexus RX 
						350 Premium 
						2023
						- 3 Tỷ 50 Triệu",3 Tỷ 50 Triệu,2023,Xe Lexus RX 350 Premium,3000.0,Xe đã dùng,34000.0,Nhập khẩu,SUV,Xăng  2.4 L,Xăng,2.4,Đen,Nâu,5,5,12/04/2025,"70 Trương Công Giai, Phường Dịch Vọng Hậu, Quận Cầu Giấy Hà Nội",Hà Nội
6083348,"Xe 
			
							Kia K3 
						GT 1.6 AT Turbo 
						2025
						- 681 Triệu",681 Triệu,2025,Xe Kia K3 GT 1.6 AT Turbo,681.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Xăng,1.6,Trắng,Đen,5,4,12/04/2025,"207 Ngọc Hồi, Thanh Trì Hà Nội",Hà Nội
6170665,"Xe 
			
							Ford Territory 
						Titanium X 1.5 AT 
						2025
						- 814 Triệu",814 Triệu,2025,Xe Ford Territory Titanium X 1.5 AT,814.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Nâu,Đen,5,5,12/04/2025,"Đống Đa Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6177784,"Xe 
			
							Ford Territory 
						Trend 1.5 AT 
						2025
						- 659 Triệu",659 Triệu,2025,Xe Ford Territory Trend 1.5 AT,659.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Đỏ,Kem,5,5,12/04/2025,"Hoàng Mai Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6105342,"Xe 
			
							Honda City 
						RS 1.5 AT 
						2024
						- 569 Triệu",569 Triệu,2024,Xe Honda City RS 1.5 AT,569.0,Xe đã dùng,17000.0,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,4,12/04/2025,Số 99 Hồng Đô - Phú Đô -  Nam Từ Liêm Hà Nội,Hà Nội
6179810,"Xe 
			
							Toyota Camry 
						SE 2.5 AT 
						2015
						- 760 Triệu",760 Triệu,2015,Xe Toyota Camry SE 2.5 AT,760.0,Xe đã dùng,86000.0,Nhập khẩu,Sedan,Xăng  2.5 L,Xăng,2.5,Trắng,Đen,5,4,12/04/2025,385 Hữu Hưng - Hà Đông - Hà Nội Hà Nội,Hà Nội
6146788,"Xe 
			
							Mercedes Benz C class 
						C200 
						2015
						- 599 Triệu",599 Triệu,2015,Xe Mercedes Benz C class C200,599.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Đen,5,4,12/04/2025,"792 Nguyễn Thị Định, P Thạnh Mỹ Lợi, TP Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6143221,"Xe 
			
							MG 5 
						1.5 MT 
						2023
						- 310 Triệu",310 Triệu,2023,Xe MG 5 1.5 MT,310.0,Xe đã dùng,23000.0,Nhập khẩu,Sedan,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,4,12/04/2025,46 Láng Hạ - Đống Đa Hà Nội,Hà Nội
6081253,"Xe 
			
							Ford Everest 
						Sport 2.0L 4x2 AT 
						2025
						- 1 Tỷ 120 Triệu",1 Tỷ 120 Triệu,2025,Xe Ford Everest Sport 2.0L 4x2 AT,1000.0,Xe mới,,Nhập khẩu,SUV,Dầu  2.0 L,Dầu,2.0,Trắng,Đen,7,5,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6030153,"Xe 
			
							Toyota Fortuner 
						2.7V 4x2 AT 
						2019
						- 779 Triệu",779 Triệu,2019,Xe Toyota Fortuner 2.7V 4x2 AT,779.0,Xe đã dùng,76000.0,Nhập khẩu,SUV,Xăng  2.7 L,Xăng,2.7,Bạc,Nâu,7,5,12/04/2025,"Số 5 Nguyễn Khánh Toàn, Cầu Giấy Hà Nội",Hà Nội
6131705,"Xe 
			
							Hyundai SantaFe 
						Cao cấp 2.2L HTRAC 
						2022
						- 1 Tỷ 160 Triệu",1 Tỷ 160 Triệu,2022,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC,1000.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Dầu  2.2 L,Dầu,2.2,Đen,Nâu,7,5,12/04/2025,36 Xuân Tảo - Xuân La - Tây Hồ Hà Nội,Hà Nội
6105621,"Xe 
			
							Mitsubishi Outlander 
						2.0 CVT 
						2021
						- 665 Triệu",665 Triệu,2021,Xe Mitsubishi Outlander 2.0 CVT,665.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Đen,Đen,7,5,12/04/2025,765 Nguyễn Xiển Hà Nội,Hà Nội
6030955,"Xe 
			
							Lexus RX 
						200t 
						2017
						- 1 Tỷ 899 Triệu",1 Tỷ 899 Triệu,2017,Xe Lexus RX 200t,1000.0,Xe đã dùng,90000.0,Nhập khẩu,SUV,Xăng  2.0 L,Xăng,2.0,Xanh,Nâu,5,5,12/04/2025,"31-33 Nguyễn văn Cừ, Long Biên Hà Nội",Hà Nội
6030955,"Xe 
			
							Lexus RX 
						200t 
						2017
						- 1 Tỷ 899 Triệu",1 Tỷ 899 Triệu,2017,Xe Lexus RX 200t,1000.0,Xe đã dùng,90000.0,Nhập khẩu,SUV,Xăng  2.0 L,Xăng,2.0,Xanh,Nâu,5,5,12/04/2025,"31-33 Nguyễn văn Cừ, Long Biên Hà Nội",Hà Nội
6178591,"Xe 
			
							VinFast VF7 
						Plus 
						2025
						- 999 Triệu",999 Triệu,2025,Xe VinFast VF7 Plus,999.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.3 L,Điện,0.3,Trắng,Đen,5,5,12/04/2025,"1732 Ql1a, thị trấn Tân Túc, Bình Chánh TP HCM",TP HCM
6105711,"Xe 
			
							VinFast VF5 
						Plus 
						2025
						- 529 Triệu",529 Triệu,2025,Xe VinFast VF5 Plus,529.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Điện,,Đỏ,Đen,5,5,12/04/2025,"1732 Ql1a, thị trấn Tân Túc, Bình Chánh TP HCM",TP HCM
6020542,"Xe 
			
							LandRover Range Rover 
						Autobiography 5.0 
						2014
						- 2 Tỷ 480 Triệu",2 Tỷ 480 Triệu,2014,Xe LandRover Range Rover Autobiography 5.0,2000.0,Xe đã dùng,71000.0,Nhập khẩu,SUV,Xăng  5.0 L,Xăng,5.0,Trắng,Nâu,4,5,12/04/2025,"18 Hoàng Quán Chi, Yên Hoà, Cầu Giấy Hà Nội",Hà Nội
6179813,"Xe 
			
							Mazda CX8 
						Premium 
						2019
						- 770 Triệu",770 Triệu,2019,Xe Mazda CX8 Premium,770.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xăng,2.5,Xám,Đen,7,5,12/04/2025,"Phạm Văn Đồng, Bắc Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6173165,"Xe 
			
							Hyundai Venue 
						1.0 T-GDi Đặc Biệt 
						2024
						- 535 Triệu",535 Triệu,2024,,535.0,Xe đã dùng,2300.0,Lắp ráp trong nước,SUV,Xăng  1.0 L,Xăng,1.0,Đen,Đen,5,5,12/04/2025,"234-244 Lê Duẩn, TP Buôn Ma Thuột Đăk Lăk",
6128123,"Xe 
			
							Ford Ranger 
						Wildtrak 3.2L 4x4 AT 
						2015
						- 420 Triệu",420 Triệu,2015,Xe Ford Ranger Wildtrak 3.2L 4x4 AT,420.0,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Dầu  3.2 L,Dầu,3.2,Đỏ,Đen,5,4,12/04/2025,"Toà Nhà Giao Hàng Tiết Kiệm - 93 Phạm Hùng, Nam Từ Liêm Hà Nội",Hà Nội
5853394,"Xe 
			
							VinFast VF7 
						Plus 
						2024
						- 828 Triệu",828 Triệu,2024,Xe VinFast VF7 Plus,828.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.3 L,Điện,0.3,Đỏ,Đen,5,5,12/04/2025,"Số 8, đường Phạm Hùng, Phường Mai Dịch, Quận Cầu Giấy Hà Nội",Hà Nội
5204415,"Xe 
			
							MG 5 
						Luxury 1.5 AT 
						2024
						- 440 Triệu",440 Triệu,2024,Xe MG 5 Luxury 1.5 AT,440.0,Xe mới,,Nhập khẩu,Sedan,Xăng  1.5 L,Xăng,1.5,Xám,Đen,5,4,12/04/2025,"CT5 – Toàn nhà MHDI Lê Đức Thọ, Phường Mỹ Đình 2, quận Nam Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6179838,"Xe 
			
							Ford Ranger 
						XLS 2.0L 4x2 AT 
						2025
						- 610 Triệu",610 Triệu,2025,Xe Ford Ranger XLS 2.0L 4x2 AT,610.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Dầu,2.0,Đen,Đen,5,4,12/04/2025,"Đống Đa, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6166966,"Xe 
			
							Mercedes Benz GLC 
						200 
						2019
						- 999 Triệu",999 Triệu,2019,Xe Mercedes Benz GLC 200,999.0,Xe đã dùng,67000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,5,5,12/04/2025,"Dương Đình Nghệ, Cầu Giấy Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6161965,"Xe 
			
							BMW 3 Series 
						325i Convertible 
						2009
						- 610 Triệu",610 Triệu,2009,Xe BMW 3 Series 325i Convertible,610.0,Xe đã dùng,60000.0,Nhập khẩu,Convertible/Cabriolet,Xăng  2.5 L,Xăng,2.5,Trắng,Kem,4,2,12/04/2025,Hà Nội Hà Nội,Hà Nội
6124116,"Xe 
			
							Mercedes Benz GLS 
						450 4Matic 
						2020
						- 3 Tỷ 500 Triệu",3 Tỷ 500 Triệu,2020,Xe Mercedes Benz GLS 450 4Matic,3000.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Xăng  3.0 L,Xăng,3.0,Đen,Kem,7,5,12/04/2025,21 Phú Hựu - Long Biên Hà Nội,Hà Nội
5825950,"Xe 
			
							Toyota Land Cruiser 
						GX 4.5 
						2005
						- 460 Triệu",460 Triệu,2005,Xe Toyota Land Cruiser GX 4.5,460.0,Xe đã dùng,150000.0,Lắp ráp trong nước,SUV,Xăng  4.5 L,Xăng,4.5,Đen,Kem,8,5,12/04/2025,"TP. Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6160597,"Xe 
			
							Mazda CX5 
						2.0 Luxury 
						2020
						- 673 Triệu",673 Triệu,2020,Xe Mazda CX5 2.0 Luxury,673.0,Xe đã dùng,89000673.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Đen,Đen,5,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6150077,"Xe 
			
							Toyota Rush 
						1.5S AT 
						2020
						- 508 Triệu",508 Triệu,2020,Xe Toyota Rush 1.5S AT,508.0,Xe đã dùng,75000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Đen,Nhiều màu,7,5,12/04/2025,"1797 Quốc Lộ 51 ,Ấp Xóm Gốc , Xã Long An , Huyện Long Thành Đồng Nai",
6163776,"Xe 
			
							Mercedes Benz C class 
						C250 Exclusive 
						2015
						- 594 Triệu",594 Triệu,2015,Xe Mercedes Benz C class C250 Exclusive,594.0,Xe đã dùng,89000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Đen,Đen,5,4,12/04/2025,Hà Nội Hà Nội,Hà Nội
6161512,"Xe 
			
							VinFast Lux SA 2.0 
						2.0 AT 
						2019
						- 635 Triệu",635 Triệu,2019,Xe VinFast Lux SA 2.0 2.0 AT,635.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,7,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6161504,"Xe 
			
							Mazda 6 
						Premium 2.0 AT 
						2019
						- 538 Triệu",538 Triệu,2019,Xe Mazda 6 Premium 2.0 AT,538.0,Xe đã dùng,120000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Đỏ,Đen,5,4,12/04/2025,Hà Nội Hà Nội,Hà Nội
6163783,"Xe 
			
							Hyundai Creta 
						Cao cấp 1.5 AT 
						2022
						- 647 Triệu",647 Triệu,2022,Xe Hyundai Creta Cao cấp 1.5 AT,647.0,Xe đã dùng,20000.0,Nhập khẩu,Crossover,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6161481,"Xe 
			
							Kia Carnival 
						Signature 2.2D 
						2022
						- 1 Tỷ 250 Triệu",1 Tỷ 250 Triệu,2022,Xe Kia Carnival Signature 2.2D,1000.0,Xe đã dùng,41000.0,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Dầu,2.2,Đen,Nhiều màu,7,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6168385,"Xe 
			
							Toyota Prado 
						VX 2.7L 
						2015
						- 1 Tỷ 299 Triệu",1 Tỷ 299 Triệu,2015,Xe Toyota Prado VX 2.7L,1000.0,Xe đã dùng,120000.0,Nhập khẩu,SUV,Xăng  2.7 L,Xăng,2.7,Xanh,Đen,7,5,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6183563,"Xe 
			
							Toyota Veloz 
						Cross Top 1.5 CVT 
						2023
						- 610 Triệu",610 Triệu,2023,Xe Toyota Veloz Cross Top 1.5 CVT,610.0,Xe đã dùng,13000.0,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Đỏ,Đen,7,5,12/04/2025,"Tổ 10 Pháp Vân, Phường Hoàng Liệt Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6161519,"Xe 
			
							Mitsubishi Xpander 
						Cross 1.5 AT 
						2020
						- 505 Triệu",505 Triệu,2020,Xe Mitsubishi Xpander Cross 1.5 AT,505.0,Xe đã dùng,51000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Cam,Nhiều màu,7,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6159682,"Xe 
			
							Ford Ranger 
						Wildtrak 2.0L 4x4 AT 
						2025
						- 839 Triệu",839 Triệu,2025,Xe Ford Ranger Wildtrak 2.0L 4x4 AT,839.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Dầu,2.0,Đen,Đen,5,4,12/04/2025,"Đống Đa Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6118174,"Xe 
			
							Peugeot 408 
						Premium 1.6 AT 
						2023
						- 999 Triệu",999 Triệu,2023,Xe Peugeot 408 Premium 1.6 AT,999.0,Xe đã dùng,8900.0,Lắp ráp trong nước,Crossover,Xăng  1.6 L,Xăng,1.6,Xám,Đen,5,5,12/04/2025,"Yên Hoà Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
5900681,"Xe 
			
							Lexus ES 
						300h 
						2024
						- 3 Tỷ 140 Triệu",3 Tỷ 140 Triệu,2024,Xe Lexus ES 300h,3000.0,Xe mới,,Nhập khẩu,Sedan,Hybrid  2.5 L,Hybrid,2.5,Ghi,Nâu,5,4,12/04/2025,"Số 01 Dương Đình Nghệ, p Mỹ Đình 1, quận Nam Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
5886682,"Xe 
			
							Mercedes Benz GLE Class 
						GLE 400 4Matic Coupe 
						2016
						- 1 Tỷ 430 Triệu",1 Tỷ 430 Triệu,2016,Xe Mercedes Benz GLE Class GLE 400 4Matic Coupe,1000.0,Xe đã dùng,89000.0,Nhập khẩu,Coupe,Xăng  3.0 L,Xăng,3.0,Đỏ,Kem,5,4,12/04/2025,68 Lê Văn Lương Hà Nội,Hà Nội
6179801,"Xe 
			
							Mazda CX5 
						2.5 AT 
						2016
						- 440 Triệu",440 Triệu,2016,Xe Mazda CX5 2.5 AT,440.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xăng,2.5,Vàng,Ghi,5,5,12/04/2025,627 Mê Linh - Khai Quang - Vĩnh Yên Vĩnh Phúc,
6079246,"Xe 
			
							Ford EcoSport 
						Titanium 1.5L AT 
						2017
						- 365 Triệu",365 Triệu,2017,Xe Ford EcoSport Titanium 1.5L AT,365.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Đen,Đen,5,5,12/04/2025,"202/2 Đt 743, P. An Phú, Tp Thuận An Bình Dương",
6048395,"Xe 
			
							Mercedes Benz E class 
						E200 Sport 
						2019
						- 1 Tỷ 270 Triệu",1 Tỷ 270 Triệu,2019,Xe Mercedes Benz E class E200 Sport,1000.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Đen,Nâu,5,4,12/04/2025,46 D11 - Glemxico - Lê Trọng Tấn - Hoài Đức - Hà Nội Hà Nội,Hà Nội
6161968,"Xe 
			
							Suzuki Swift 
						1.4 AT 
						2016
						- 324 Triệu",324 Triệu,2016,Xe Suzuki Swift 1.4 AT,324.0,Xe đã dùng,54000.0,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Xăng,1.4,Trắng,Nâu,5,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6161554,"Xe 
			
							Hyundai SantaFe 
						Cao cấp 2.2L HTRAC 
						2021
						- 1 Tỷ 89 Triệu",1 Tỷ 89 Triệu,2021,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC,1000.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Dầu  2.2 L,Dầu,2.2,Trắng,Nâu,7,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6144747,"Xe 
			
							Porsche 718 
						Cayman 2.0 AT 
						2021
						- 4 Tỷ 199 Triệu",4 Tỷ 199 Triệu,2021,Xe Porsche 718 Cayman 2.0 AT,4000.0,Xe đã dùng,20000.0,Nhập khẩu,Coupe,Xăng  2.0 L,Xăng,2.0,Hồng,Nâu,2,2,12/04/2025,"363 Nguyễn Xiển, Phường Đại Kim, Quận Thanh Xuân Hà Nội",Hà Nội
6103682,"Xe 
			
							Lexus LX 
						570 
						2019
						- 6 Tỷ 600 Triệu",6 Tỷ 600 Triệu,2019,Xe Lexus LX 570,6000.0,Xe đã dùng,99000.0,Nhập khẩu,SUV,Xăng  5.7 L,Xăng,5.7,Vàng,Kem,7,5,12/04/2025,"15 Lê Văn Lương, Trung Hoà, Cầu Giấy Hà Nội",Hà Nội
6024831,"Xe 
			
							Mercedes Benz C class 
						C200 Avantgarde 
						2022
						- 1 Tỷ 299 Triệu",1 Tỷ 299 Triệu,2022,Xe Mercedes Benz C class C200 Avantgarde,1000.0,Xe đã dùng,18000.0,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xăng,1.5,Đỏ,Đen,5,4,12/04/2025,"124 Khuất Duy Tiến, P. Nhân Chính, Q. Thanh Xuân Hà Nội",Hà Nội
6004986,"Xe 
			
							Mitsubishi Xpander 
						1.5 AT Special Edition 
						2019
						- 495 Triệu",495 Triệu,2019,Xe Mitsubishi Xpander 1.5 AT Special Edition,495.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Trắng,Nhiều màu,7,5,12/04/2025,"Số 17A Vũ Đức Thận, Long Biên Hà Nội",Hà Nội
6161956,"Xe 
			
							Toyota Camry 
						2.5Q 
						2018
						- 744 Triệu",744 Triệu,2018,Xe Toyota Camry 2.5Q,744.0,Xe đã dùng,85000.0,Lắp ráp trong nước,Sedan,Xăng  2.5 L,Xăng,2.5,Đen,Nâu,5,4,12/04/2025,Hà Nội Hà Nội,Hà Nội
5604590,"Xe 
			
							Toyota Alphard 
						2.4 AT 
						2025
						- 4 Tỷ 370 Triệu",4 Tỷ 370 Triệu,2025,Xe Toyota Alphard 2.4 AT,4000.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng  2.4 L,Xăng,2.4,Đen,Nâu,7,5,12/04/2025,"Hà Đông Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6161421,"Xe 
			
							Toyota Yaris 
						1.5G 
						2020
						- 505 Triệu",505 Triệu,2020,Xe Toyota Yaris 1.5G,505.0,Xe đã dùng,50000.0,Nhập khẩu,Hatchback,Xăng  1.5 L,Xăng,1.5,Trắng,Kem,5,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
5905052,"Xe 
			
							Hyundai Elantra 
						1.6 MT 
						2021
						- 410 Triệu",410 Triệu,2021,Xe Hyundai Elantra 1.6 MT,410.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Xăng,1.6,Trắng,Kem,5,4,12/04/2025,209 Nguyễn Xiển - Phường Hạ Đình - Thanh Xuân Hà Nội,Hà Nội
